iteration,tr_loss
0,4.213222980499268
1,4.202610541612676
2,4.149908191587296
3,4.187989193488857
4,4.189552704671165
5,4.14778763529674
6,4.15396087645769
7,4.147146170829882
8,4.133954026906809
9,4.141210809250818
10,4.113703313375903
11,4.129876600273551
12,4.170669104617083
13,4.191892112604565
14,4.1887485691284025
15,4.1832722845042385
16,4.154464878937084
17,4.152146360212034
18,4.163900560141314
19,4.159669498583433
20,4.165733517556906
21,4.16454149321022
22,4.180326445911107
23,4.186083021529534
24,4.176642680104312
25,4.184181427146042
26,4.171575573171139
27,4.17834199297228
28,4.1707256998874245
29,4.151483052051219
30,4.141665100256162
31,4.151239229968602
32,4.156084550330817
33,4.151258307360059
34,4.1556079756272215
35,4.15515604521856
36,4.1524495917683115
37,4.134758791239568
38,4.13112949059279
39,4.140047359684011
40,4.128230867958911
41,4.117421065046691
42,4.113921945702213
43,4.112470315276412
44,4.126567732571391
45,4.126332250849707
46,4.117671466969818
47,4.1223249370654305
48,4.115120379325795
49,4.111526777448694
50,4.112676024604896
51,4.1007911529203565
52,4.100764902992222
53,4.102138692521747
54,4.102815028876529
55,4.108510364264794
56,4.103351196174221
57,4.0994820376281496
58,4.090359542437993
59,4.0859017961372
60,4.077135207430899
61,4.090189288754376
62,4.080176657470442
63,4.059215531115213
64,4.059876209634184
65,4.0649063262677725
66,4.055956686548642
67,4.048909013900835
68,4.035743785036391
69,4.036729215207426
70,4.03866480825661
71,4.032262484684607
72,4.017791987974157
73,4.027022378631016
74,4.025408077624576
75,4.018801079451337
76,4.022076852912135
77,4.028314263140467
78,4.0259740364744845
79,4.029242458354867
80,4.028111347450581
81,4.0205952475041284
82,4.003463415964096
83,4.008355185567081
84,4.014059358502203
85,4.006538944618374
86,4.006418075211632
87,4.007941291503825
88,4.010731938936838
89,4.011750557590183
90,4.017843920028434
91,4.012257968440488
92,3.995656099368617
93,4.000524281656122
94,3.995622788923607
95,3.997157983413773
96,3.9790560817315104
97,3.969643967462864
98,3.974529696253805
99,3.9730372312843487
100,3.9670220255363478
101,3.956138627738537
102,3.960779254394065
103,3.9621206013482873
104,3.956260459484062
105,3.947875501227041
106,3.9323517684424085
107,3.931588803485752
108,3.926321632344115
109,3.910739235941827
110,3.9103341908700266
111,3.9175016875724054
112,3.9226223048433537
113,3.9242104495145176
114,3.918813052333708
115,3.922021786524608
116,3.9276338945168328
117,3.9416029488778843
118,3.93555372454739
119,3.9333525891062773
120,3.931499780131599
121,3.920623435728521
122,3.919876905244071
123,3.9300520878801732
124,3.9144805960760976
125,3.9222872559193145
126,3.9244063840479724
127,3.9216002230165614
128,3.9137534742781623
129,3.9260245715920536
130,3.929875334475148
131,3.9287748454616684
132,3.942791318835009
133,3.9342725388798727
134,3.92623830061826
135,3.9229979426581236
136,3.9280495327741964
137,3.925342381366679
138,3.9145981541921473
139,3.9095162496386173
140,3.909279464212015
141,3.9102206778491406
142,3.913822585044784
143,3.9125198844495057
144,3.8981919123113298
145,3.893931135836804
146,3.8854345575452016
147,3.8834179405280533
148,3.878390734272394
149,3.8805264860781503
150,3.874138874946457
151,3.8766558435239196
152,3.8681216775754628
153,3.870162830391814
154,3.8631578233992565
155,3.8536942371158758
156,3.8490491861742324
157,3.85585581209736
158,3.8469913383345076
159,3.850828227981295
160,3.8533701397314157
161,3.8419136339073385
162,3.837598110033142
163,3.822351179307038
164,3.812299895540063
165,3.8162053705171006
166,3.814401456519044
167,3.8141642909878586
168,3.8151481806367293
169,3.8320844678372383
170,3.8350462146940556
171,3.8313428771964215
172,3.8289072482694917
173,3.81756710073158
174,3.8099053625970907
175,3.815550417720669
176,3.8239031566969404
177,3.817519614606372
178,3.8226178171756615
179,3.820757467278377
180,3.8270357984895087
181,3.8364947750391223
182,3.8365224412936096
183,3.8235734045465244
184,3.817666528042995
185,3.8260092985408347
186,3.822761504528796
187,3.828749026085259
188,3.834289507731277
189,3.820591107555126
190,3.818667420815324
191,3.8133204939283405
192,3.8163211614252055
193,3.8216189424030387
194,3.8307791176409003
195,3.836634665578588
196,3.82063515772381
197,3.818706451453474
198,3.8023888424978316
199,3.80580450230536
200,3.8072382200058756
201,3.79460306020896
202,3.8000880588418573
203,3.7823278168408168
204,3.766655474659946
205,3.761880612790265
206,3.754401609608485
207,3.763618172002945
208,3.7600113228387606
209,3.759276530784322
210,3.7564307266910637
211,3.749849207087295
212,3.7504135954009596
213,3.74881621434026
214,3.743758143518979
215,3.7353013566379323
216,3.7266220490321835
217,3.7284410082417008
218,3.722450351844864
219,3.7239779856279553
220,3.733213933807053
221,3.7365521758650972
222,3.7411308902432934
223,3.7583331544561087
224,3.7540950348554762
225,3.748826402639732
226,3.754127607874533
227,3.7580164447029727
228,3.755922285608478
229,3.757956263325502
230,3.755509546849079
231,3.7624893969183852
232,3.756701661226295
233,3.7645103013441656
234,3.766713616376107
235,3.758444225024017
236,3.7529596313454774
237,3.745021116189144
238,3.7426311964509233
239,3.7329691804300045
240,3.7347070022295354
241,3.7391923830150553
242,3.734222557520736
243,3.7324524407776787
244,3.735350116352799
245,3.7204611375110197
246,3.7095569575994736
247,3.7055468811864434
248,3.7023471146935747
249,3.699305537345953
250,3.6995708023875844
251,3.7098396036245505
252,3.7105107047338266
253,3.7052789206876824
254,3.7038574637903157
255,3.682328841206566
256,3.6767302308940177
257,3.6750265206945874
258,3.6778832160067836
259,3.6693469434714983
260,3.68022015195737
261,3.6735744615553516
262,3.671056423391506
263,3.6722697414177787
264,3.6838232500038806
265,3.684844581658896
266,3.6866135259117736
267,3.681732724510339
268,3.671829744911948
269,3.6726665688697473
270,3.6714648775632748
271,3.6694001491487267
272,3.6635812322578425
273,3.6634337891239572
274,3.6692391905551354
275,3.6747859596592116
276,3.6646676179408675
277,3.6525437864187964
278,3.6446935636542928
279,3.646125342046143
280,3.647881461468718
281,3.640637099557108
282,3.6355906489501018
283,3.6224575055164543
284,3.6209409122723057
285,3.6381256902634904
286,3.6481948484158226
287,3.640357165477267
288,3.636589976261965
289,3.6435135840585824
290,3.635783996346535
291,3.6411829347957037
292,3.634545357814945
293,3.6359128540660666
294,3.6301577638658618
295,3.6204906243805635
296,3.6178900694302554
297,3.6076987720617515
298,3.6067621517355017
299,3.6160768943255324
300,3.6167399629632486
301,3.612897883872396
302,3.6123134477580754
303,3.603479468765991
304,3.6065395198669354
305,3.6099747967284332
306,3.6055759288436113
307,3.6056004675946287
308,3.608268306712125
309,3.6046704722511818
310,3.6103413329673923
311,3.611395392421418
312,3.615361806103307
313,3.611145331563267
314,3.5980261297294382
315,3.59393809248474
316,3.598421710214586
317,3.594542430128243
318,3.5894661322942714
319,3.589728307438106
320,3.5896632692436112
321,3.58458910154593
322,3.5858885257171678
323,3.597090950123871
324,3.598879781455243
325,3.6095186286385887
326,3.604067075223143
327,3.5908965706006044
328,3.571478772963234
329,3.567616252294876
330,3.5766817005160236
331,3.575942324380024
332,3.580080994566336
333,3.5840110861396663
334,3.5867941458965036
335,3.5865342215559664
336,3.5726339431321703
337,3.5545286045217916
338,3.546067861523844
339,3.5419771634603174
340,3.545709749645331
341,3.541283501634773
342,3.5392201728918087
343,3.5323787596262513
344,3.5181626538596498
345,3.5098236099390325
346,3.507702313893539
347,3.499591816204162
348,3.5155676022875495
349,3.517643521751609
350,3.5032233782402273
351,3.505176100004246
352,3.5027361464415754
353,3.5001078768546297
354,3.4953225003859365
355,3.4938962310208264
356,3.488581607398801
357,3.4918411733799206
358,3.499435551440492
359,3.4994467507820266
360,3.5015992234812874
361,3.505488836315395
362,3.5024930609713447
363,3.5076718385203574
364,3.516340296772147
365,3.521709624210656
366,3.528157347598684
367,3.540199387597988
368,3.5318626950690986
369,3.52150675956285
370,3.5048773152587684
371,3.5002819289337586
372,3.4960743476832477
373,3.4909937595478575
374,3.49104647282726
375,3.4784659208500295
376,3.4742230413745814
377,3.4690885112956305
378,3.454432756446711
379,3.447975581073252
380,3.429399772349425
381,3.425856035609267
382,3.4345220065135718
383,3.4349700142175554
384,3.420790993411396
385,3.4217508863206065
386,3.4220550437036077
387,3.4143848300103548
388,3.4129978066770073
389,3.4077125036392872
390,3.4162287534929994
391,3.419169921738866
392,3.4080756963195067
393,3.4147333500751453
394,3.4198500184369043
395,3.4245080783779516
396,3.4380237066019887
397,3.428922010757636
398,3.4277960276919006
399,3.4164714480798897
400,3.4134435457048626
401,3.420612996025379
402,3.4341412265674927
403,3.4386412904305423
404,3.441659467954426
405,3.447610251771857
406,3.4386379470689374
407,3.43313021686722
408,3.423155012378287
409,3.4307928378605723
410,3.446371309019355
411,3.443354491842141
412,3.4375500542184194
413,3.427524184096553
414,3.4264521302408464
415,3.429908318972983
416,3.416763764090121
417,3.4279955569892717
418,3.4325638897032973
419,3.4387053323286865
420,3.4325863846984923
421,3.430871466040431
422,3.4272310180231367
423,3.430434257848837
424,3.431210511436915
425,3.4240615306625592
426,3.4365470470440385
427,3.428237002924577
428,3.427817121886813
429,3.43192682560038
430,3.4275575975661843
431,3.4240275775465014
432,3.4246373263319736
433,3.426473268167014
434,3.4256448168365883
435,3.417784528717692
436,3.4320494661218675
437,3.4217025908822007
438,3.4150318313969485
439,3.4136578409735825
440,3.4151171088639343
441,3.4103894073163956
442,3.4038723435468308
443,3.401968602353436
444,3.39533296606201
445,3.382018079479929
446,3.367954399797137
447,3.37126805313679
448,3.367601901608736
449,3.364414041044142
450,3.3621536628023088
451,3.3651938149171223
452,3.3632759415501083
453,3.3602507944128606
454,3.3546738339917366
455,3.3524581161918374
456,3.3566256075497267
457,3.3456482533533447
458,3.348170079958899
459,3.348158109450181
460,3.325430131802378
461,3.323176207151841
462,3.3413049687021723
463,3.3436971320332263
464,3.3514711124642234
465,3.3480783839816795
466,3.349661834320011
467,3.3394036004107845
468,3.3398855530921363
469,3.3404427929241205
470,3.3342209553063706
471,3.3282319844337214
472,3.319080135577981
473,3.312031336909696
474,3.3212296891928705
475,3.3250904373611916
476,3.311124721931247
477,3.310940809824549
478,3.3058398528788975
479,3.3060081487595836
480,3.304783247055071
481,3.3079297334297926
482,3.310291711571576
483,3.3055332848216543
484,3.30169473999198
485,3.3100135283449834
486,3.306598528120923
487,3.298082831203135
488,3.3038013841353915
489,3.302469072973802
490,3.3064719153685544
491,3.316140427945265
492,3.3111866494220954
493,3.3195041508667833
494,3.3214569952720097
495,3.318419848213766
496,3.3069921161865867
497,3.3027780527699537
498,3.308630046356477
499,3.310535663617982
500,3.31908299380613
501,3.3100778039431873
502,3.3043566214371847
503,3.3009611332379247
504,3.2983569647634225
505,3.2883838105674035
506,3.285719454690967
507,3.276170680309186
508,3.2680799841042063
509,3.273751855412937
510,3.2705737655300027
511,3.284526347089983
512,3.281691752891449
513,3.2698158749636312
514,3.2697093638044077
515,3.268548955981768
516,3.276388111652552
517,3.2816797910079893
518,3.2717990614024783
519,3.277477966765139
520,3.2810048696086844
521,3.273156298682248
522,3.274735004515351
523,3.279174535741772
524,3.2718144842056756
525,3.2635130046471708
526,3.2600743215015977
527,3.262373871474953
528,3.268044803069061
529,3.277052931834995
530,3.267380442427832
531,3.266866997775312
532,3.2621009827673686
533,3.2673616267213528
534,3.272472904535224
535,3.2642595609937866
536,3.2719512074062336
537,3.271077939314211
538,3.2671890666290446
539,3.2819353490764147
540,3.281758042396062
541,3.285990247736285
542,3.2950665087793487
543,3.289765657457656
544,3.2855379923177717
545,3.2856316771897984
546,3.287527747596667
547,3.282947145167087
548,3.2764095129072026
549,3.2688204644545262
550,3.254345682114666
551,3.2589468613344352
552,3.2548396023436394
553,3.249096220802046
554,3.240082850821053
555,3.247855219472325
556,3.2444121078326615
557,3.2279672735820744
558,3.217948352117933
559,3.210972276408091
560,3.213202183171794
561,3.221589715767357
562,3.2259339927773
563,3.2177891509913685
564,3.2091270951751962
565,3.2176792338399003
566,3.2040428250196062
567,3.1945439351304707
568,3.1994084918567665
569,3.2056038482850475
570,3.2133031466277853
571,3.2215817639965625
572,3.216040269161449
573,3.2047263829349726
574,3.2051118141429913
575,3.1994881480650523
576,3.203816208961666
577,3.2071961959569726
578,3.2180202106983096
579,3.2130392169289883
580,3.2164713210430196
581,3.2259075048802432
582,3.224162414975586
583,3.2179611916762996
584,3.2143395836801614
585,3.2097113977738934
586,3.2137032119756226
587,3.2040120065121864
588,3.1956146493468243
589,3.190397176957913
590,3.192886318888216
591,3.1814518966472645
592,3.182038353710043
593,3.182489177075261
594,3.1874682739008193
595,3.2017910086013175
596,3.201763389781359
597,3.2058041794712158
598,3.2069528051648604
599,3.206379670998689
600,3.2156473578474674
601,3.2217713586875463
602,3.205090647217555
603,3.211087655040698
604,3.2101166978105136
605,3.201041052529515
606,3.200732308924035
607,3.1998605155794264
608,3.1985103778696073
609,3.19681179007125
610,3.1861324440064083
611,3.180051267553463
612,3.1845914993570643
613,3.189606087425558
614,3.188002667991566
615,3.17635801440461
616,3.170695845839225
617,3.1665222538799056
618,3.1759016770745823
619,3.1813540464335914
620,3.179658771098606
621,3.1821631019452266
622,3.1719938172779574
623,3.1684653730380528
624,3.1646486016739
625,3.167197447816249
626,3.1647456831830048
627,3.170247186198079
628,3.1729821279898602
629,3.168989252993718
630,3.156592901897224
631,3.1474872048042246
632,3.157371762849383
633,3.163344160005071
634,3.1427973533872633
635,3.1484653317872366
636,3.1367826338357223
637,3.1486172678032687
638,3.145742058938862
639,3.1425363244382694
640,3.141224275100206
641,3.136925080979442
642,3.1233077512049148
643,3.125181969262192
644,3.1134039217672522
645,3.101936589848964
646,3.0986438379817907
647,3.0951603012111804
648,3.0994732666994795
649,3.095076123330631
650,3.092477275412238
651,3.08466185709527
652,3.0840264052317177
653,3.084890621469155
654,3.075134472735175
655,3.0778528400789456
656,3.0668306242529764
657,3.062166883205275
658,3.0631347099663375
659,3.0534557600553316
660,3.0603602225332165
661,3.0532627026251222
662,3.048424009880493
663,3.0465428989937076
664,3.050107124817338
665,3.0408893438213744
666,3.0495232275557513
667,3.0531803602834935
668,3.0649875922120984
669,3.062612982289146
670,3.076124939433081
671,3.0716676070846876
672,3.076242529037582
673,3.0857039039818823
674,3.08463015935957
675,3.085716697007742
676,3.0813647010016534
677,3.0745640817467064
678,3.0830494654202965
679,3.0916927861594443
680,3.0742718336037917
681,3.080270937999042
682,3.0767298055926506
683,3.0775558528877864
684,3.0766331274011427
685,3.074497759616748
686,3.0738139721379247
687,3.083111447492668
688,3.0825987917974174
689,3.1003995825504114
690,3.09947855523945
691,3.0879800050371387
692,3.076590893911106
693,3.0566232605123953
694,3.0595509075301104
695,3.071592993539408
696,3.0748043752230636
697,3.0848263086568872
698,3.0917639754818858
699,3.078404035317563
700,3.065324602365772
701,3.068623358953263
702,3.0665290158995515
703,3.05018854656896
704,3.040585785042514
705,3.042273906354811
706,3.050578030060203
707,3.042808795476901
708,3.0427586786744
709,3.052561033284381
710,3.045700765738814
711,3.044833197430206
712,3.038584913336894
713,3.036691800005712
714,3.038873335207606
715,3.0334816708771877
716,3.0502948142963713
717,3.0493063697203158
718,3.0395113011732646
719,3.045079657585244
720,3.048424660854816
721,3.043986668893313
722,3.036042711310769
723,3.0284296712423617
724,3.032507622151374
725,3.02686641386485
726,3.0349382905440443
727,3.044574241922604
728,3.0471278131325956
729,3.0451403394643384
730,3.041749975933504
731,3.0411083308470035
732,3.0450492130946314
733,3.0317598199714855
734,3.0293224747057907
735,3.0373061547996945
736,3.0365167943444082
737,3.025385906638296
738,3.032581841771316
739,3.0232236604226492
740,3.026619395545743
741,3.0204502571473926
742,3.0180757440535118
743,3.0127167599933835
744,3.0241657160382087
745,3.0207765678095404
746,3.042194802617153
747,3.0417186827484413
748,3.042182492263363
749,3.04041772752492
750,3.0411645589869614
751,3.035158453153702
752,3.039389986672775
753,3.0473750352212163
754,3.0472154461722525
755,3.031375107289543
756,3.0260546448480397
757,3.0132703652499857
758,3.023212504088164
759,3.0272747239612707
760,3.013490142731469
761,3.01434910813289
762,3.0074737419024236
763,3.0121430607506006
764,3.016622162786618
765,3.01140744296821
766,3.008330957767431
767,3.0044666864903875
768,3.0017914793402456
769,3.001401033047336
770,2.9944039799186815
771,2.9859410908363824
772,2.983074337960823
773,2.9918642870440744
774,2.987568814581824
775,2.990192100480083
776,2.9874938257745294
777,2.987364885389886
778,2.973646989783722
779,2.9833549596419178
780,2.9730542203458876
781,2.9763882275063884
782,2.9840424050745504
783,2.982283162113456
784,2.9859031882729195
785,2.9704567436877647
786,2.9655042581040236
787,2.9595396168693546
788,2.963296010621529
789,2.968207668067748
790,2.9748823357240832
791,2.9802654233560615
792,2.9833418075875806
793,2.983445347091014
794,2.9898794449403203
795,2.976724743761877
796,2.9718714892092812
797,2.962025773749977
798,2.955636590336679
799,2.9598746072592066
800,2.9488591216777404
801,2.943552000287762
802,2.928547235146574
803,2.941055956706048
804,2.944541758361865
805,2.9331344751121984
806,2.9519444533409938
807,2.9511926071654906
808,2.9492916248212846
809,2.945583695458577
810,2.923332310291971
811,2.9347866850537088
812,2.9356779588828408
813,2.9311217344692775
814,2.935515948439326
815,2.9427573014194284
816,2.944501217449684
817,2.935073297652334
818,2.9376856658469572
819,2.9350127940307447
820,2.9463275210742026
821,2.9372972110757902
822,2.941622011548002
823,2.9448456456774803
824,2.9471865004289763
825,2.944494622020839
826,2.9561679345523046
827,2.9545446855869884
828,2.9623909624312965
829,2.9589489579498682
830,2.95562157097309
831,2.962001385387845
832,2.953303681802962
833,2.945154446008407
834,2.9524558949077853
835,2.9337695339545102
836,2.933245867914286
837,2.939539535745989
838,2.936305322954814
839,2.9265754707398735
840,2.91938905550595
841,2.9167358478096927
842,2.9263814787247195
843,2.926893309272279
844,2.9172197100928448
845,2.913493510240363
846,2.9114468597832763
847,2.9194769738406214
848,2.925146365600403
849,2.917144571955698
850,2.9210452412117642
851,2.9284099465431437
852,2.9126058637629533
853,2.916065300360725
854,2.903097983809943
855,2.8882824090937804
856,2.8876573177604903
857,2.8995980636087633
858,2.89458426684312
859,2.8782166124151485
860,2.869015461874805
861,2.8672151270897808
862,2.8754714447480483
863,2.876773634782527
864,2.872165561983525
865,2.8745395255149027
866,2.8931462403593056
867,2.8878627553219314
868,2.8886634566290157
869,2.880955697596851
870,2.8649981989718913
871,2.8743412222012448
872,2.8703572848704795
873,2.8674699757798487
874,2.8619333862849845
875,2.8703156035750443
876,2.8564653173614407
877,2.855573895250998
878,2.860252978942275
879,2.850212320103651
880,2.843178984715229
881,2.849492881033819
882,2.84180984960725
883,2.8243743058382824
884,2.8294031443717467
885,2.834915645062553
886,2.832824379983192
887,2.8290557257766658
888,2.83309344279899
889,2.839699662096571
890,2.8285512373337225
891,2.832679922701381
892,2.826559232230374
893,2.808859612770497
894,2.803735626654067
895,2.805321783096022
896,2.795912100629911
897,2.791252205837826
898,2.794197851981329
899,2.78512148046228
900,2.779232003137927
901,2.7823962121736887
902,2.77722317795508
903,2.7842102098417802
904,2.79528971170931
905,2.816152162082707
906,2.825283387692103
907,2.8257998093185455
908,2.8216148903972655
909,2.826964459464591
910,2.8237565930320416
911,2.8156508551887587
912,2.8145441084612726
913,2.8189861373140266
914,2.816488323234733
915,2.8251338548879374
916,2.8088313261717084
917,2.820062743032679
918,2.8228893688166834
919,2.8257368594708505
920,2.826446257113153
921,2.82517242429137
922,2.80413744447237
923,2.8041043650878015
924,2.7863231652164377
925,2.7741602366690556
926,2.7808255692569896
927,2.780213205341107
928,2.7741875528369606
929,2.780926955254927
930,2.7866788624589165
931,2.777752777230868
932,2.766957033949616
933,2.7596247810260914
934,2.7701231824586428
935,2.7812910455334343
936,2.75980989922829
937,2.76879314532141
938,2.7796533003722343
939,2.7597428580632783
940,2.7673129279897046
941,2.771468162289377
942,2.77271840548869
943,2.772434712425254
944,2.7708780655529233
945,2.7750183120174037
946,2.776697250809539
947,2.77033950485384
948,2.7654395492644683
949,2.7664041769686336
950,2.7635418414646233
951,2.7832452344492227
952,2.779628655633866
953,2.7793857954496763
954,2.778024330479591
955,2.7806331237212363
956,2.7696070317479733
957,2.7899083874474093
958,2.7969139966127887
959,2.79617391478218
960,2.7811646732552595
961,2.7837359805127537
962,2.778622999217066
963,2.781490977311785
964,2.796262108206175
965,2.7941605039173876
966,2.7889006016997286
967,2.7796179775824545
968,2.7832312850364924
969,2.7734171166815793
970,2.7781692936081206
971,2.769058645204265
972,2.7670394692955225
973,2.7807977029115873
974,2.778451939126787
975,2.770223767276496
976,2.763018654962476
977,2.7651534406553617
978,2.7654463481704754
979,2.779402195434803
980,2.7808833381235427
981,2.780397463606282
982,2.772849200495243
983,2.767348794551444
984,2.773136308780476
985,2.769989759168631
986,2.7621077109570558
987,2.7513248203928757
988,2.742636195301882
989,2.7501926222501973
990,2.7544029165412827
991,2.771280577644761
992,2.765531909785472
993,2.753352731173945
994,2.7560294044220717
995,2.7626459711386815
996,2.7507509338770664
997,2.743169227293992
998,2.742961759467195
999,2.734661532783813
1000,2.726963166075042
1001,2.7139007066619762
1002,2.7067194009011737
1003,2.723410835164434
1004,2.7219533947932364
1005,2.727753927949693
1006,2.7312481881295096
1007,2.7431120492079586
1008,2.7453155513808922
1009,2.7389239307637516
1010,2.7363144203599026
1011,2.7362305385219
1012,2.725649263384898
1013,2.719071287539414
1014,2.7135614988162824
1015,2.7029917493568827
1016,2.6932797553491215
1017,2.6816732283665776
1018,2.6916065480731266
1019,2.683357716908179
1020,2.681157578274226
1021,2.69118344960847
1022,2.696247191919154
1023,2.684713021028641
1024,2.683785041524145
1025,2.6840534968530276
1026,2.6921266441730043
1027,2.6897782026656483
1028,2.6872202398361376
1029,2.6706507851563424
1030,2.668803443251888
1031,2.6617326162774346
1032,2.670026986936036
1033,2.6820787376983346
1034,2.6770571706178004
1035,2.6837114617832607
1036,2.6778409917481443
1037,2.6645173368216866
1038,2.6565780014289664
1039,2.656832325654088
1040,2.650050181932266
1041,2.6382071314728903
1042,2.617647382771255
1043,2.6189179763173236
1044,2.616917094362419
1045,2.6291094290554615
1046,2.651155861613461
1047,2.6403909571741453
1048,2.641633888620705
1049,2.6423460021730683
1050,2.6335079278906783
1051,2.636662481828786
1052,2.654648409956738
1053,2.6581934147480553
1054,2.65430616346332
1055,2.6572138931052476
1056,2.6612749141863743
1057,2.6595371763200735
1058,2.6636118640777084
1059,2.6605864885213757
1060,2.6601930674537666
1061,2.6622714882883844
1062,2.653079498956973
1063,2.659888066542999
1064,2.655648958492491
1065,2.6468865386821854
1066,2.6420622603663926
1067,2.6497490862747695
1068,2.647616918559237
1069,2.645254008860981
1070,2.6409799449116145
1071,2.6380802773283567
1072,2.6412941638334906
